react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
"I am thoroughly disgusted by acts of violence against children.  If he is in fact the perpetrator, the townspeople were too lenient on him.  You can't rehabilitate this type of behavior.","i think this is a horrific crime and if the alleged perpetrator was the one who actually did this, I am 100% on the side of the people that beat him.  You can't rehabilitate someone like that and they are better off being removed from society.",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,PPIN,
"I am glad and not bothered or sad at all about it, I think it was a just action and I fully support the persons involved in the attack",I want to know about the story but I am glad the citizens took matters into their own hands savings the legal system some money,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,KAOO,
"it was well deserved, if he was the killer. I have to say that sometimes vigilante justice is warranted. I am not sure I would take part but I would support those who did and think this guy should get the ass beating he deserves, regardless of the law. ","Anytime a child is killed, its a tragedy. It does tend to bring out the worst in people in response to the killing. Its never easy for a community to deal with and it does either bring people together or it causes a mob mentality. ",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,KO17,
I think it was something that just had to happen. People were not happy with what they did and they took the law into their own hands which sometimes is okay,"I think what the person who did this got what they deserved. I am not sure murdering a child can ever be justified. And for what happened to the person who did it, that is more than okay with me",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,F2MY,
I think attacking the alleged perpetrator is worse. It's not for the general public to convict the alleged perpetrator and it's not for them to just hand out punishments. The way mob mentality works in a situation like this is really disgusting and probably more dangerous than the initial perpetrator was.,I think it's a really disgusting thing that people can murder others for no reason. It makes me wonder how many other bad people are out there that just haven't been caught yet.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,DTKW,
"Assuming he is responsible for the slaying of the child, the alleged perpetrator received a much-deserving beating. More details would be helpful, however!","While very disturbing, indeed, what exactly happened here? The article is extremely vague, with little detail. If, in fact he is responsible, he deserved the attack in retaliation.",1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,E4IF,
"I had no strong emotions about the attack of the alleged perpetrator. If he did indeed commit the crime, then I do not feel bad for him being beaten a bit. I still think it is wrong however, and justice should be delivered in the courtroom, not on the street. The people were still wrong to have beaten him, even if he deserves punishment.","I felt sadness and was somewhat upset to hear the bad news. It is always a tragedy when a child dies, especially if it is murder. I hope that the perpetrator is held accountable and put in prison with an appropriate sentence. Other than that, I had no strong reactions to the article.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3V3C,
"I don't think vigilante justice is fair, and it's even more alarming to consider members of your community going out and attacking people just because they feel it's justified. We had a riot in our town because someone hung a flag upside in peaceful protest- houses almost got set on fire. People need to leave justice to the professionals, no matter how heinous (or not) the crime might be.","It's terrifying to think that someone in your community could take the life of a child. I don't support vigilante justice, though, even though the suspect might deserve it. It seems like something was missing from the article- why would a convicted person be in the community and not in jail? Was he convicted yet? Innocent until proven guilty?",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,RFLF,
I thought it was disconcerting that the mob mentality overtook the reasonableness of this group of men and was concerned for their psychological health.,I think it is horrible and unsettling when anyone loses their life a young age; it can only be described as tragic.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,XDOS,
It made me feel good i had only wished they would have done worse ,I believe this is one of the most disgusting things any person could do to a child,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0A0M,
My reactions to the attack of the alleged perpetrator described in the article are those of anger and frustration. Beating the man to within an inch of his life doesn't solve anything. Anger just begets anger and so on.,My reactions to the homicide of the child described in the article were those of grief and sadness towards the child and their family. That's going to be difficult to cope with and I hope the community rallies around the victim's family.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NZ7W,
"I don't think that these types of attacks should ever take place. There is a system of justice here that needs to be followed. It is definitely flawed, but there is no excuse for lynchings and street beatings when we have a system in place.",I think it is sad that a child was killed and I wish things like that never had to happen. I hope that the perpetrator realizes his mistake and reforms.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,P5I9,
I understood why the people attacked him but was conflicted because I don't believe in harming others. I was also conflicted because of my strong emotions about the murder but think that the court system is the one that should punish him. ,I was shocked and saddened by the news. As a parent it also made me fearful and anxious. I felt great sympathy for the parents. ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,IOTU,
"I don't think mob justice should overrule the law, and I'm happy the people who beat the man were apprehended. Let the law do its thing.","I think the killing of a child is always awful. I hate to see mob justice take the place of real justice, though. I hope the law resolves it all as best it can.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Y25M,
"I can understand why this happened, but I don't think an eye for an eye is necessarily the best way to react in most situations. To me it is almost no better than the initial crime itself.",I think it's a real tragedy anytime a child dies. Hearing that a child was senselessly killed is much worse and I really feel for the child's parents.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OT97,
"I think that the perpetrator deserves to be treated like a human being despite their heinous crime. I think that vengeance and retribution are bad for a society as a whole, and that judgement and punishment should be handled by the proper authorities, not by vigilantism.",I think this loss off life is incredibly sad. I hope that the perpetrators can be caught and that they receive an appropriate punishment for the crime.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,ADDE,
I don't agree with third world lynch mobs. We have it happening in third world countries and that's because the local government doesn't do enough to enforce justice. Here in the states we have a justice system and it needs to be used.,"Kind of neutral, and feeling not much at all. All I read was what happened but no idea what lead up to it, so I can't make a judgement on ""he did this, she did that"".",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,XNQO,
"I understand the emotions that led to the alleged attack by the locals. That said, we live in a lawful land and regardless of the crime committed, citizens aren't allowed to be the judge and executioner. We have courts for that.",I thought it was a really sad situation. The whole time I kept thinking about what the child's parents must be going through.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,X7KE,
I think that they know you if the person is guilty but it is unfortunate it that the group had to resort to physical violence.,It sounds hard to believe. I wonder what the circumstances were that led to it happening. It is sad if it is true.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ISOR,
