StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,SC0,MTurkCode,Bots,Q8 - Sentiment Polarity,Q8 - Sentiment Score,Q8 - Sentiment,Q8 - Topics
2018-12-07 19:55:31,2018-12-07 20:00:07,IP Address,76.126.43.116,100,276,True,2018-12-07 20:00:08,R_pAurlyshMCmcKkh,,,,,37.2826995849609375,-121.82649993896484375,anonymous,EN,MCYI,Slightly,Not at All,Strongly,Slightly,Not at All,Slightly,Slightly,Not at All,"A homicide of any child is a terrible tragedy. I don't think there is enough information in the article to make any judgement or determination with regard to the guilt of the perpetrators. ",Completely Unjustified,Very Justified,Neither Justified nor Unjustified,Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,None of the above,2.75,Not at all,Not at all,Not at all,Not at all,Not at all,Moderately,Moderately,Not at all,"Like I said in the previous question, there is not enough information in the article to make any judgement about the alleged perpetrator and his innocence or guilt. Either way, I don't think it's right to attack someone just based on a belief that they committed a horrible crime - that's what we have the justice system for. However, the justice system is notoriously racially biased so it's unclear if the alleged perpetrator would even get a fair trial. ",Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Between 5 minutes and 15 minutes,No Change,Greatly Increase,Greatly Increase,Moderately Decrease,Completely Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,"No. ",109,81048222,,,,,
2018-12-07 19:59:47,2018-12-07 20:04:25,IP Address,24.223.122.179,100,278,True,2018-12-07 20:04:26,R_3n7BMYccJyyOJ7M,,,,,37.2523040771484375,-107.0384979248046875,anonymous,EN,TY6C,Strongly,Not at All,Strongly,Strongly,Not at All,Not at All,Not at All,Not at All,Disgusting behavior and goes to show how far we've strayed from God.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Somewhat Justified,Somewhat Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Oppose,Completely Support,None of the above,"3 dollars ",Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Of course it's natural to feel justified and satisfied but it's not the right thing to do.,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per month,Between 5 minutes and 15 minutes,No Change,Moderately Decrease,No Change,No Change,Neither Approve nor Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,"No, thanks.",123,56103211,,,,,
2018-12-07 20:00:50,2018-12-07 20:06:54,IP Address,67.83.43.162,100,364,True,2018-12-07 20:06:54,R_1imkuj1TYmqOBRT,,,,,40.6717071533203125,-74.2042999267578125,anonymous,EN,MJCG,Moderately,Slightly,Strongly,Moderately,Not at All,Slightly,Slightly,Not at All,"I feel bad for the parents. What they're going through is horrible. I'm glad the perpetrator was caught and handed over to the police. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Very Justified,Very Justified,Very Justified,Very Justified,Very Justified,Somewhat Oppose,Strongly Oppose,None of the above,2,Not at all,Moderately,Not at all,Slightly,Not at all,Not at all,Not at all,Slightly,"The attack was understandable. Killing a child is a horrible crime and reaction to it was justified. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Very Justified,Very Justified,Very Justified,Very Justified,Very Justified,Completely Willing,Several times per week,Between 5 minutes and 15 minutes,Moderately Decrease,Greatly Decrease,Greatly Decrease,Greatly Decrease,Completely Disapprove,Homicide,IM_cGy1dP3FBZG8SXj,,140,11172071,,,,,
2018-12-07 20:06:39,2018-12-07 20:12:29,IP Address,96.255.118.41,100,350,True,2018-12-07 20:12:29,R_1FsxxEJvyVcLmoF,,,,,39.087005615234375,-77.167999267578125,anonymous,EN,VPDC,Strongly,Not at All,Strongly,Moderately,Not at All,Moderately,Slightly,Not at All,I am very disgusted and surprised that an adult would kill a child. I'm trying to think about what the child could have done for him/her to get killed.,Very Unjustified,Very Unjustified,Completely Unjustified,Very Justified,Completely Justified,Somewhat Justified,Somewhat Unjustified,Neither Justified nor Unjustified,Somewhat Justified,Neither Support nor Oppose,Somewhat Support,None of the above,8 dollars,Slightly,Strongly,Not at all,Not at all,Moderately,Not at all,Strongly,Moderately,I felt like this was what the perpetrator deserved. I also felt that he got off easily because he only got beaten.,Somewhat Justified,Somewhat Justified,Very Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unjustified,Completely Unjustified,Somewhat Willing,About once a year,Between 15 and 30 minutes,Moderately Increase,No Change,No Change,No Change,Neither Approve nor Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,no,142,98504395,,,,,
2018-12-07 20:14:34,2018-12-07 20:20:13,IP Address,64.124.40.34,100,338,True,2018-12-07 20:20:13,R_1liNGRWSmWay3dA,,,,,41.0186004638671875,-111.5010986328125,anonymous,EN,KWFT,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Not at All,Not at All,"I can comprehend why someone would kill a innocent child. It made me disgusted and upset to read the article. I am sadden that others took things into their own hands instead of letting the law do their job. But I understand where they are coming from. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Strongly Oppose,None of the above,2.50,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,"I was upset that others took things into their hands. But I cant imagine the feelings these people had when they found out he had killed a child. ",Completely Unjustified,Somewhat Justified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,About once a month,Between 5 minutes and 15 minutes,Greatly Increase,Moderately Decrease,Slightly Decrease,Slightly Increase,Somewhat Approve,Homicide,IM_e4LIm2S0u1OCEMB,"No. ",151,69811863,,,,,
2018-12-07 20:17:58,2018-12-07 20:23:42,IP Address,12.185.249.139,100,344,True,2018-12-07 20:23:43,R_2xElSrJb7DsMdqv,,,,,32.7332000732421875,-96.19499969482421875,anonymous,EN,ZWJV,Strongly,Not at All,Extremely,Extremely,Not at All,Extremely,Strongly,Not at All,"If it were my child, I wouldn't be able to contain myself. I probably would've done exactly what those people did and beat him. I hope they're let go; they don't deserve to be locked up.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Somewhat Support,None of the above,1.99,Not at all,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Extremely,I thought it was satisfying; I like that they did it because the person who killed the child deserved it. I don't think they should be punished for assaulting him.,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Willing,Several times per month,Between 5 minutes and 15 minutes,Moderately Increase,Greatly Decrease,Moderately Decrease,No Change,Completely Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,No.,150,9851300,,,,,
2018-12-07 20:19:16,2018-12-07 20:24:52,IP Address,72.185.158.23,100,335,True,2018-12-07 20:24:52,R_2qn2zrMTLQOlwcz,,,,,28.23260498046875,-82.732696533203125,anonymous,EN,QTSO,Strongly,Not at All,Strongly,Strongly,Not at All,Slightly,Slightly,Not at All,This is common in today's society where we are more concerned about the perpitrators rights than that of the victim's.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Oppose,Completely Support,Kitchen appliance,2,Strongly,Not at all,Strongly,Strongly,Not at all,Not at all,Not at all,Not at all,It is not too surprising.  The victim's family and friend must have been frustrated by the lack of immediate justice being served to such a monster.  I completely understand the mob's mentality even if I don't condone it.,Somewhat Justified,Very Justified,Somewhat Justified,Very Unjustified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,Several times per month,Between 5 minutes and 15 minutes,Moderately Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Neither Approve nor Disapprove,Rape,IM_6LjlZqmt6P2KfSl,no comment,150,32013124,,,,,
2018-12-07 20:26:17,2018-12-07 20:32:39,IP Address,68.57.122.148,100,382,True,2018-12-07 20:32:39,R_1fZuC1VfMYXESNx,,,,,36.2953948974609375,-82.49019622802734375,anonymous,EN,77V1,Strongly,Not at All,Strongly,Extremely,Not at All,Not at All,Not at All,Not at All,The child did not deserve to be killed. The child was an innocent human being. The child obviously was in the wrong place at the wrong time.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Justified,Very Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Completely Oppose,Completely Oppose,Television,2.75,Strongly,Not at all,Slightly,Extremely,Not at all,Not at all,Not at all,Not at all,No matter what the person did the attack was uncalled for and wrong. The people should have held him and waited for the police to come get him.,Completely Unjustified,Completely Unjustified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a week,Less than 5 minutes,Slightly Increase,Moderately Increase,No Change,No Change,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,no,121,86056838,,,,,
2018-12-07 20:14:16,2018-12-07 20:35:11,IP Address,184.63.182.58,100,1254,True,2018-12-07 20:35:12,R_uyTw3hl2S7Z8Hv3,,,,,35.1414947509765625,-86.17279815673828125,anonymous,EN,4GX4,Moderately,Not at All,Extremely,Strongly,Not at All,Slightly,Moderately,Not at All,The homicide of the child shocked and saddened me. I don't understand what is wrong with people who kill others. I'm even more puzzled by people who kill children.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unjustified,Very Justified,Very Justified,Very Justified,Very Justified,Very Justified,Completely Oppose,Completely Oppose,Kitchen appliance,1.26,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,Slightly,Not at all,"I feel that the attack of the alleged perpetrator was morally wrong, but I sympathize with the locals who committed the act because I can relate to their anger about the murder of the child. ",Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,About once a month,Between 15 and 30 minutes,Slightly Increase,Greatly Decrease,Greatly Decrease,Slightly Increase,Somewhat Approve,Homicide,IM_e4LIm2S0u1OCEMB,Thank you for posting the HIT.,124,49964041,,,,,
2018-12-07 20:41:56,2018-12-07 20:47:08,IP Address,73.169.159.58,100,312,True,2018-12-07 20:47:08,R_1MWYttm4XbrXdgc,,,,,47.737396240234375,-117.4351959228515625,anonymous,EN,OQQG,Strongly,Slightly,Extremely,Extremely,Not at All,Slightly,Moderately,Not at All,I think this is the lowest of the low type of person who could harm an innocent child. They should be removed from society and I have no problem with the suspect being beaten for committing the crime. He will almost certainly face worse in jail.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Neither Support nor Oppose,Strongly Oppose,Mobile phone,3.25,Not at all,Moderately,Slightly,Slightly,Moderately,Not at all,Slightly,Strongly,"I am for doing things the legal way, but when it comes to harming children I think that those are the lowest form of human life and they should be removed from society altogether. If he got roughed up leading up to his arrest I think that is completely justified and pales in comparison to what he did to that child.",Completely Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,Several times per month,Between 5 minutes and 15 minutes,Slightly Increase,Greatly Decrease,Greatly Decrease,No Change,Neither Approve nor Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,No,139,64734324,,,,,
2018-12-07 20:39:51,2018-12-07 20:54:40,IP Address,196.18.226.125,100,889,True,2018-12-07 20:54:40,R_3QFpDVLzPZvPQAq,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,XJC3,Strongly,Strongly,Moderately,Moderately,Moderately,Extremely,Extremely,Strongly,i am very panic for child homicide.then very feel and crying in this suitation,Somewhat Justified,Somewhat Justified,Very Justified,Very Justified,Somewhat Justified,Somewhat Justified,Very Justified,Very Justified,Completely Justified,Strongly Support,Strongly Support,Car,15,Moderately,Extremely,Strongly,Moderately,Strongly,Moderately,Strongly,Strongly,that person very emotion and ego person and killed people.then it very danger person,Very Justified,Very Justified,Very Justified,Completely Justified,Somewhat Justified,Somewhat Justified,Completely Justified,Somewhat Justified,Neither Justified nor Unjustified,Very Willing,Several times per week,Between 30 minutes and 1 hour,Moderately Increase,Moderately Increase,Moderately Increase,Slightly Increase,Completely Approve,Homicide,IM_cGy1dP3FBZG8SXj,no,229,29421419,Bot,,,,
