StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_8_TEXT,Q17_1,Q18_1,Q19,Q20_Browser,Q20_Version,Q20_Operating System,Q20_Resolution,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q26,Q27,Bots,Q32 - Topics,Q23 - Sentiment Polarity,Q23 - Sentiment Score,Q23 - Sentiment,Q23 - Topics
2018-11-30 16:12:27,2018-11-30 16:17:00,0,66.108.217.161,100,272,1,2018-11-30 16:17:00,R_3RjxOhsAbYRbE04,,,,,40.686798095703125,-73.822998046875,anonymous,EN,UEYJ,1,46,3,5,1,0,0,1,1,,1,,1,,0,0,33,,,,,3,4,4,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,50,50,50,1,Nothing.,,,,,,
2018-11-30 16:12:19,2018-11-30 16:17:35,0,47.183.31.37,100,316,1,2018-11-30 16:17:35,R_3KpSenCUu0AMCTl,,,,,30.5117950439453125,-96.31710052490234375,anonymous,EN,MC1K,1,65,6,2,1,1,1,0,1,,2,,1,,10,92,45,,,,,2,4,4,2,97,97,97,97,97,97,97,97,97,97,97,96,96,96,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,1,nothing,,,,,,
2018-11-30 16:15:25,2018-11-30 16:19:57,0,71.52.8.69,100,271,1,2018-11-30 16:19:57,R_2y2hqGtaz0JCd5X,,,,,28.7740020751953125,-81.64389801025390625,anonymous,EN,FJHM,2,60,6,5,0,0,0,0,1,,1,,6,,,,10,,,,,1,5,5,1,50,50,50,50,50,50,50,95,95,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,Nothing.,,,,,,
2018-11-30 16:18:44,2018-11-30 16:21:28,0,68.59.53.67,100,164,1,2018-11-30 16:21:29,R_1rppQioNm1bm70y,,,,,30.4770965576171875,-84.22460174560546875,anonymous,EN,JWYX,2,36,6,5,0,0,0,0,1,,2,,7,,,,10,,,,,1,5,5,1,46,50,54,55,50,58,54,80,62,39,50,49,49,55,47,46,50,55,47,34,20,46,48,50,51,50,43,57,51,60,31,39,48,3,iPad and iPad case,,,,,,
2018-11-30 16:13:53,2018-11-30 16:21:44,0,66.176.255.129,100,471,1,2018-11-30 16:21:45,R_QaFDLJ2LqHI6lod,,,,,25.997406005859375,-80.324798583984375,anonymous,EN,3KVH,2,53,6,5,1,0,0,0,1,,2,,6,,,,10,,,,,4,4,4,3,90,75,90,90,50,90,75,90,90,25,90,80,80,80,80,10,75,65,80,80,30,80,92,92,92,92,8,92,51,91,92,50,91,1,protein shake,,,,,,
2018-11-30 16:17:38,2018-11-30 16:25:14,0,138.210.94.210,100,456,1,2018-11-30 16:25:15,R_1CjXrftR9g1EdFh,,,,,28.2480010986328125,-81.28759765625,anonymous,EN,HPE0,2,47,6,3,0,0,0,1,3,,,1,7,,,,10,,,,,1,5,5,1,30,60,77,84,50,87,50,77,15,9,23,74,76,88,75,18,76,64,63,46,37,77,36,65,68,71,51,80,34,57,14,42,71,2,"Fire Tablet HD10
200gb Micro SD card",,,,,,
2018-11-30 16:23:36,2018-11-30 16:26:18,0,73.9.138.157,100,161,1,2018-11-30 16:26:18,R_2E4xBozFJ2CPv2E,,,,,41.8096923828125,-87.65329742431640625,anonymous,EN,8WK3,2,32,3,5,1,0,1,0,2,2,,,1,,99,100,14,,,,,5,1,1,5,89,15,98,91,56,78,80,92,75,54,60,93,51,94,90,56,78,82,91,85,43,92,97,42,92,90,82,77,65,92,94,57,89,1,Nothing,,,,,,
2018-11-30 16:22:50,2018-11-30 16:28:42,0,76.106.227.192,100,351,1,2018-11-30 16:28:42,R_1LzHCO4bZ5dqTEE,,,,,30.1636962890625,-81.72910308837890625,anonymous,EN,MIF7,1,40,6,2,0,0,1,0,3,,,1,1,,1,6,10,,,,,1,5,3,1,93,93,94,92,54,99,89,92,91,30,36,97,97,96,96,93,97,96,97,97,89,96,95,95,95,96,50,95,96,95,95,55,71,2,I bought some shirts for my kids.,,,,,,
2018-11-30 16:25:40,2018-11-30 16:30:53,0,24.38.255.148,100,312,1,2018-11-30 16:30:53,R_3CUTsJ3KVc2IwGj,,,,,40.646697998046875,-73.957000732421875,anonymous,EN,PRDV,2,36,7,2,0,0,0,1,3,,,1,8,,,10,33,,,,,3,5,5,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,75,100,100,100,100,100,100,100,100,100,80,50,100,90,20,100,100,1,Nothing.,,,,,,
2018-11-30 16:29:30,2018-11-30 16:33:14,0,67.252.50.96,100,223,1,2018-11-30 16:33:14,R_1FkyBsIDbtYIKxK,,,,,42.9499053955078125,-78.85990142822265625,anonymous,EN,9SE6,1,38,1,5,1,1,1,0,2,1,,,1,,70,71,33,,,,,2,5,4,2,60,60,69,75,50,55,65,80,54,11,27,70,70,70,70,40,65,70,75,60,55,75,60,60,60,65,55,60,65,70,50,35,60,1,Nothing,,,,,,
2018-11-30 16:33:05,2018-11-30 16:37:05,0,74.140.154.212,100,240,1,2018-11-30 16:37:05,R_2sdu3FvRHORPwQB,,,,,39.92999267578125,-84.021697998046875,anonymous,EN,LL1N,2,35,6,3,0,0,0,0,3,,,1,7,,,,36,,,,,2,5,4,1,53,79,100,97,63,93,87,100,55,30,26,87,86,100,86,58,96,38,100,48,17,22,69,68,70,64,43,79,80,100,3,26,47,2,Playstation 4 Bundle,,,,,,
2018-11-30 16:37:53,2018-11-30 16:42:09,0,208.53.127.247,100,255,1,2018-11-30 16:42:09,R_W35WArQqkTPX2g1,,,,,47.3571014404296875,-122.85870361328125,anonymous,EN,LZ4G,1,28,6,3,0,0,0,0,1,,1,,8,none,,0,49,,,,,2,5,5,2,57,87,96,92,59,91,73,95,69,67,46,73,75,95,82,54,79,77,89,74,78,80,59,74,67,70,57,76,75,78,68,57,66,1,Nothing,,,,,,
2018-11-30 16:45:12,2018-11-30 16:51:23,0,108.183.59.140,100,370,1,2018-11-30 16:51:23,R_dpeGbswlUPoz7vX,,,,,42.0771026611328125,-76.01180267333984375,anonymous,EN,CLPC,1,56,6,5,0,0,0,1,1,,2,,7,,,,33,,,,,3,4,5,3,50,50,50,75,50,62,50,55,45,45,57,50,50,57,50,50,57,50,45,45,50,60,50,50,50,50,25,50,50,50,45,35,65,1,nothing,,,,,,
2018-11-30 16:55:14,2018-11-30 16:59:30,0,200.92.174.139,100,256,1,2018-11-30 16:59:30,R_1JUXo1UwTKK3kfO,,,,,23.2187957763671875,-106.37689971923828125,anonymous,EN,EZC1,1,29,3,5,0,0,0,0,4,,,1,7,,,,5,,,,,3,3,3,3,100,100,100,100,100,100,100,100,100,32,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,50,100,100,1,"I did not participate ",,,,,,
2018-11-30 16:55:28,2018-11-30 17:00:05,0,184.89.129.208,100,277,1,2018-11-30 17:00:06,R_2afSgsY8hGfqlal,,,,,28.5005950927734375,-81.535400390625,anonymous,EN,MAQN,2,37,6,3,0,0,0,0,3,,,1,1,,0,90,10,,,,,1,5,5,1,50,50,50,50,50,90,50,100,70,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,2,Christmas presents for family.,,,,,,
2018-11-30 16:58:36,2018-11-30 17:01:22,0,174.103.167.92,100,166,1,2018-11-30 17:01:23,R_3dL0AAor9A2nJnv,,,,,43.082000732421875,-87.88950347900390625,anonymous,EN,Z9GC,2,32,6,2,0,0,0,0,3,,,1,7,,,,51,,,,,1,5,5,1,50,50,50,50,50,65,50,65,50,5,30,50,50,50,50,50,50,50,50,50,5,50,45,50,50,50,35,50,50,55,2,35,50,3,I purchased a new laptop to replace my current one that was failing.,,,,,,
2018-11-30 17:01:45,2018-11-30 17:09:13,0,96.95.36.140,100,448,1,2018-11-30 17:09:13,R_1d4dZuIsB2eMHUe,,,,,39.2057952880859375,-76.7530975341796875,anonymous,EN,F2YY,1,36,1,6,1,1,0,0,1,,1,,1,,9,91,36,,,,,1,5,5,1,65,88,95,83,20,47,57,92,50,11,40,66,80,96,70,21,71,65,82,30,70,86,64,85,75,80,76,55,44,96,24,84,88,2,clothes,,,,,,
2018-11-30 17:06:41,2018-11-30 17:11:58,0,69.123.144.65,100,317,1,2018-11-30 17:11:58,R_sLloUwx37nF5d1D,,,,,40.7050933837890625,-73.2429962158203125,anonymous,EN,UMGQ,1,38,7,5,1,0,0,1,3,,,1,6,,,,33,,,,,1,5,5,1,19,98,50,79,50,41,50,50,22,0,36,50,78,75,74,63,50,64,50,15,50,77,22,96,50,65,74,53,64,73,0,91,84,2,Cookie basket,,,,,,
2018-11-30 17:23:38,2018-11-30 17:28:33,0,162.224.168.174,100,294,1,2018-11-30 17:28:33,R_3O34OBIneDAYiYx,,,,,26.0160980224609375,-80.151702880859375,anonymous,EN,H6KY,2,30,"3,4",5,1,1,1,1,3,,,2,6,,,,10,,,,,5,4,3,4,77,75,100,91,1,91,76,100,54,1,52,99,76,100,77,1,51,76,80,27,7,52,50,50,50,50,50,52,51,51,51,50,50,1,NOTHING,,,,,,
2018-11-30 17:47:37,2018-11-30 17:52:39,0,96.230.107.180,100,302,1,2018-11-30 17:52:40,R_3n7vCqEHusoqlKQ,,,,,42.151397705078125,-71.42169952392578125,anonymous,EN,MP1L,1,54,6,4,0,0,0,0,1,,1,,2,,,71,22,,,,,4,2,1,4,75,35,95,63,51,54,48,93,73,2,28,80,32,95,39,60,52,62,72,82,61,77,77,18,45,26,27,39,25,77,71,5,84,2,"I bought clothes, a video game, a toy, and gloves. ",,,,,,
2018-11-30 17:46:41,2018-11-30 17:55:03,0,35.136.73.97,100,502,1,2018-11-30 17:55:03,R_238GmXuca29Re0x,,,,,28.3022003173828125,-82.62640380859375,anonymous,EN,9EFY,1,54,6,3,1,1,1,1,1,,2,,1,,100,100,10,,,,,5,2,2,5,70,55,75,70,50,55,65,95,80,20,30,85,65,85,75,50,65,65,90,85,30,80,50,50,50,50,50,50,50,85,70,25,50,1,Nothing at all.,,,,,,
2018-11-30 17:19:36,2018-11-30 17:59:25,0,96.32.30.254,100,2389,1,2018-11-30 17:59:26,R_2SHonv42vtLhieI,,,,,41.9783935546875,-71.89969635009765625,anonymous,EN,NY4X,1,29,6,5,1,1,1,0,2,1,,,6,,,,7,,,,,5,1,1,5,73,51,66,50,44,33,52,93,88,52,52,70,64,87,52,54,55,53,62,78,55,51,51,52,51,51,53,51,51,53,52,52,50,2,"Clothes, Books, Toys",,,,,,
2018-11-30 18:01:34,2018-11-30 18:06:05,0,98.216.85.147,100,271,1,2018-11-30 18:06:05,R_dmdAE8Kt3PIIdAR,,,,,42.218994140625,-71.5301971435546875,anonymous,EN,KPJS,1,49,6,5,0,0,0,0,3,,,1,1,,0,15,22,,,,,2,5,5,1,100,100,100,100,75,100,100,100,100,50,75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,99,90,100,100,1,I didn't buy anything on either day,,,,,,
2018-11-30 18:25:33,2018-11-30 18:26:52,0,68.100.174.128,100,78,1,2018-11-30 18:26:52,R_2wuiN1TQIkY4GUx,,,,,38.8177032470703125,-77.29250335693359375,anonymous,EN,SMVY,2,22,1,2,1,0,1,1,1,,1,,7,,,,2,,,,,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,,,,,,
2018-11-30 18:23:30,2018-11-30 18:29:00,0,75.118.150.77,100,330,1,2018-11-30 18:29:01,R_2YV7UMbUKZKqBl0,,,,,42.0467071533203125,-87.88590240478515625,anonymous,EN,J2RZ,1,50,6,5,0,0,0,0,1,,2,,6,,,,14,,,,,1,5,5,1,86,83,93,89,52,97,87,98,54,26,44,52,63,68,63,49,62,65,60,56,27,49,87,84,94,87,23,91,85,94,47,32,59,2,"micro sd cards, xmas lights, nintendo switch pro-controller",,,,,,
2018-11-30 18:27:25,2018-11-30 18:33:13,0,108.227.248.22,100,347,1,2018-11-30 18:33:14,R_2aG0ZbWhfbzN3bG,,,,,34.68280029296875,-82.9362030029296875,anonymous,EN,0R7K,1,42,6,2,1,1,1,0,2,2,,,1,,100,99,42,,,,,5,2,3,5,78,70,53,88,48,0,50,100,100,50,31,85,52,50,50,50,20,0,96,100,95,75,90,51,58,78,0,0,0,99,90,50,79,1,"I didn't purchase anything. ",,,,,,
2018-11-30 18:32:28,2018-11-30 18:36:47,0,64.237.30.66,100,259,1,2018-11-30 18:36:47,R_1P6qQUpSINqUFVd,,,,,41.9521026611328125,-91.685302734375,anonymous,EN,YGHD,2,48,6,4,1,1,1,0,2,1,,,1,,80,53,51,,,,,2,1,1,3,20,65,73,55,51,68,43,79,92,59,48,87,78,77,56,36,24,55,98,100,33,72,87,83,64,37,54,64,36,98,79,60,82,2,External Hard Drive,,,,,,
2018-11-30 18:37:26,2018-11-30 18:43:17,0,72.240.218.245,100,350,1,2018-11-30 18:43:18,R_2azt543yxZLKRKL,,,,,41.434906005859375,-82.706298828125,anonymous,EN,UKDX,1,25,6,4,1,1,1,1,1,,1,,1,,31,33,36,,,,,2,3,2,4,94,20,76,49,7,37,34,95,93,21,51,83,35,71,51,10,44,34,76,76,34,67,89,11,41,27,39,35,11,84,53,32,61,1,nothing,,,,,,
2018-11-30 19:00:37,2018-11-30 19:05:48,0,69.131.231.140,100,311,1,2018-11-30 19:05:49,R_BWeMfNZUE3QhUxH,,,,,46.5131072998046875,-122.4788970947265625,anonymous,EN,EARL,1,64,6,2,0,0,0,0,1,,2,,7,,,,49,,,,,1,5,5,1,90,90,90,90,50,90,90,95,90,25,90,90,90,90,90,90,90,90,90,90,90,90,75,75,75,75,75,75,75,75,75,90,75,1,I bought nothing because I am poor.,,,,,,
2018-11-30 19:10:07,2018-11-30 19:15:53,0,67.249.189.129,100,346,1,2018-11-30 19:15:53,R_3mfyi9Cd7WYWQRk,,,,,43.03070068359375,-74.98760223388671875,anonymous,EN,QVIH,2,62,6,5,1,1,1,1,2,1,,,1,,87,75,33,,,,,5,2,2,5,43,44,76,44,44,48,45,100,95,46,48,41,42,84,41,42,43,42,74,82,38,41,39,41,71,27,33,35,40,93,87,33,45,1,no purchases,,,,,,
2018-11-30 19:15:46,2018-11-30 19:19:39,0,71.173.213.92,100,232,1,2018-11-30 19:19:39,R_3fqN7r6rPwayfQf,,,,,40.2720947265625,-76.80169677734375,anonymous,EN,MUSZ,2,27,6,4,1,1,1,0,2,2,,,1,,0,28,39,,,,,5,2,1,5,82,58,95,41,3,7,50,99,99,5,22,81,57,96,50,5,50,70,65,77,3,81,85,80,85,65,65,10,60,85,90,74,85,1,"A gift card for DoorDash and a couple shirts. ",,,,,,
2018-11-30 19:40:12,2018-11-30 19:44:08,0,66.66.153.4,100,236,1,2018-11-30 19:44:08,R_3GlCxDnyZ5ZeFmK,,,,,43.220306396484375,-77.59940338134765625,anonymous,EN,AGPJ,2,41,6,5,1,1,0,0,2,1,,,1,,41,80,33,,,,,4,2,4,3,55,46,67,55,51,66,70,89,76,33,75,50,50,50,50,40,50,50,59,58,50,58,50,50,50,50,38,50,25,77,60,43,65,2,"A few small gifts, the larger ones will be for later",,,,,,
2018-11-30 20:21:33,2018-11-30 20:25:34,0,98.251.211.79,100,241,1,2018-11-30 20:25:34,R_0iGDKKLYwwnV8eR,,,,,32.46710205078125,-90.10870361328125,anonymous,EN,Y50K,1,51,"4,5,6",6,0,0,0,0,1,,2,,6,,,,25,,,,,1,5,5,1,100,100,100,100,100,100,100,100,76,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,100,50,100,100,2,"I purchased some car detailing supplies, a lego set, and a yoga mat.",,,,,,
2018-11-30 20:32:43,2018-11-30 20:35:28,0,67.245.12.9,100,164,1,2018-11-30 20:35:28,R_9zqW6mzchPJyVR7,,,,,40.6251068115234375,-74.03029632568359375,anonymous,EN,MFVL,2,48,6,5,0,0,0,0,1,,1,,8,spiritual,,1,33,,,,,2,4,4,2,89,89,88,89,87,89,89,89,88,52,88,88,88,88,88,66,89,88,87,88,88,88,88,87,87,87,50,87,88,87,51,51,87,1,I did not purchase anything.,,,,,,
2018-11-30 20:44:09,2018-11-30 20:52:04,0,199.255.1.20,100,475,1,2018-11-30 20:52:05,R_CgeoEsSMTeVEC1X,,,,,42.605804443359375,-87.87619781494140625,anonymous,EN,K6ZM,2,36,6,6,1,1,1,0,2,2,,,1,,30,10,51,,,,,5,1,1,5,96,0,90,87,1,1,2,89,87,58,87,95,2,95,66,2,1,10,84,86,70,76,99,1,87,80,2,2,4,94,94,58,67,3,I bought some Nest thermostats for family members.,,,,,,
2018-11-30 21:09:45,2018-11-30 21:17:19,0,98.196.228.105,100,453,1,2018-11-30 21:17:19,R_5hjhUHhuWoSVYqd,,,,,30.061492919921875,-95.682098388671875,anonymous,EN,M4EA,2,44,6,3,1,1,0,1,2,2,,,1,,20,80,45,,,,,5,2,1,5,80,20,80,85,50,50,50,90,85,40,40,75,55,85,50,10,45,55,80,88,40,78,93,70,99,90,50,50,40,99,98,60,70,1,I did not purchase anything on either of these days.,,,,,,
2018-11-30 21:19:28,2018-11-30 21:23:14,0,173.28.230.222,100,225,1,2018-11-30 21:23:14,R_10pzj8E2uhBJvPg,,,,,32.4779052734375,-84.89800262451171875,anonymous,EN,ZV1N,1,28,1,2,1,0,1,0,1,,2,,1,,88,74,11,,,,,1,5,5,1,38,86,91,100,22,88,56,100,62,48,100,22,89,100,89,0,58,22,88,45,59,81,13,100,76,89,0,83,0,100,8,88,86,1,A tablet off of amazon.,,,,,,
2018-11-30 22:28:00,2018-11-30 22:32:28,0,174.23.22.178,100,268,1,2018-11-30 22:32:29,R_2pVxswbRQt3maqF,,,,,40.60369873046875,-112.04109954833984375,anonymous,EN,1XMW,1,39,6,4,0,0,0,1,2,1,,,1,,1,34,46,,,,,5,2,1,5,100,14,95,39,50,4,11,98,89,50,71,100,21,96,3,39,5,8,83,70,92,98,95,5,89,3,43,5,0,72,71,100,93,2,"Pajamas, Electronics, Toys",,,,,,
2018-11-30 22:29:38,2018-11-30 22:33:32,0,184.101.98.0,100,234,1,2018-11-30 22:33:33,R_pT3lqX4XUVUGQZX,,,,,33.531097412109375,-112.17669677734375,anonymous,EN,O4T0,2,35,6,5,0,0,0,1,2,1,,,8,,,0,3,,,,,5,1,1,2,96,4,87,11,41,3,31,87,59,73,46,78,0,89,24,53,7,27,53,50,73,67,85,0,77,16,22,0,19,79,40,42,67,2,"red heat lamp, vitamins, DVD, headset, car jumper, water filter, food chopper",,,,,,
2018-12-01 00:23:22,2018-12-01 00:30:47,0,68.34.71.225,100,445,1,2018-12-01 00:30:48,R_1qgFrEIViUyBZgo,,,,,42.1949005126953125,-83.4853973388671875,anonymous,EN,OQLW,1,69,6,6,1,1,1,0,2,2,,,1,,0,10,23,,,,,4,2,3,4,80,80,100,80,50,80,80,100,100,10,45,80,80,95,80,15,80,80,80,80,70,80,85,85,85,85,50,85,85,85,85,30,100,3,"2 Nintendo Switches, iPad, cosmetics, television, firesticks, computer",,,,,,
2018-12-01 00:27:45,2018-12-01 00:32:20,0,98.23.20.74,100,274,1,2018-12-01 00:32:20,R_3CD89UATQI74rSB,,,,,37.88079833984375,-84.56459808349609375,anonymous,EN,PHIM,2,42,6,5,1,1,1,1,2,2,,,1,,50,30,18,,,,,5,1,1,5,80,75,91,80,50,50,70,91,95,75,50,85,85,90,85,90,75,75,90,90,70,85,85,85,85,85,80,60,70,99,99,80,85,1,I bought nothing.,,,,,,
2018-12-01 00:40:44,2018-12-01 00:45:37,0,73.135.125.75,100,292,1,2018-12-01 00:45:37,R_2fdmsebLWsCcddY,,,,,38.350799560546875,-75.5337982177734375,anonymous,EN,PNAV,1,52,1,3,0,0,0,0,1,,1,,1,,80,90,21,,,,,3,4,5,4,63,49,85,51,24,89,74,76,75,54,53,84,77,93,71,29,55,82,66,64,87,87,62,58,62,74,48,35,38,73,69,76,81,1,"Clothes ",,,,,,
2018-12-01 00:40:33,2018-12-01 00:49:14,0,73.24.161.117,100,520,1,2018-12-01 00:49:14,R_vUorNyUrBqScfYt,,,,,32.3379058837890625,-110.98549652099609375,anonymous,EN,DOOS,1,50,6,3,1,0,1,0,2,1,,,8,,,0,3,,,,,4,4,2,3,50,50,75,50,25,35,50,95,85,10,50,50,50,75,50,50,35,50,85,90,25,75,50,50,50,50,15,25,50,95,95,25,70,1,Nothing,,,,,,
2018-12-01 01:04:28,2018-12-01 01:08:20,0,172.89.102.126,100,232,1,2018-12-01 01:08:21,R_2dGhG4aGJmBU0np,,,,,34.6016998291015625,-118.2310028076171875,anonymous,EN,XSMQ,2,33,6,3,0,0,0,0,3,,,2,1,,100,0,5,,,,,4,3,2,4,50,50,60,50,57,43,50,67,75,35,60,63,50,75,59,32,46,50,63,62,45,59,51,49,64,51,44,28,43,75,76,48,65,3,"Television, Television Stand/Console, Laptop",,,,,,
2018-12-01 01:11:16,2018-12-01 01:29:29,0,71.227.246.167,100,1092,1,2018-12-01 01:29:29,R_28GoVjURAz2FK0Q,,,,,47.10369873046875,-122.3235015869140625,anonymous,EN,YQW8,1,66,6,5,1,1,1,0,2,2,,,1,,100,97,49,,,,,5,3,1,4,95,70,80,85,60,60,80,95,95,60,95,95,85,85,85,60,70,75,95,95,60,95,95,85,85,85,60,60,85,95,95,60,95,1,nothing,,,,,,
2018-12-01 02:05:36,2018-12-01 02:14:53,0,96.40.4.179,100,556,1,2018-12-01 02:14:53,R_1M3ZhU87Tv0f15l,,,,,40.713592529296875,-99.07790374755859375,anonymous,EN,MMH7,2,39,6,6,1,1,1,1,2,2,,,1,,0,61,28,,,,,5,2,3,4,86,75,92,85,15,23,51,97,97,50,66,86,79,90,86,73,26,80,91,90,90,89,92,72,89,87,19,30,90,98,98,52,88,3,"Shoes, toys, clothes, small appliances, and gift cards. ",,,,,,
2018-12-01 02:27:33,2018-12-01 02:31:52,0,24.10.22.33,100,258,1,2018-12-01 02:31:52,R_38J7k7cn7vFmsb7,,,,,38.6952056884765625,-121.3074951171875,anonymous,EN,WKP3,2,67,6,4,0,0,0,0,2,2,,,1,,33,100,5,,,,,4,4,2,4,80,80,81,81,55,96,80,90,94,51,52,92,91,93,93,93,93,92,90,93,78,94,92,95,95,96,85,77,83,98,100,95,91,3,"drill, iphones, Christmas tree, charging station",,,,,,
2018-12-01 02:29:37,2018-12-01 02:34:57,0,73.75.151.81,100,320,1,2018-12-01 02:34:58,R_6ta0nr2yniiUgSJ,,,,,41.676300048828125,-85.96209716796875,anonymous,EN,VYXI,2,53,6,1,0,0,0,0,3,,,2,1,,85,97,15,,,,,5,1,1,5,76,55,73,71,60,57,74,83,85,68,74,88,65,81,73,77,58,64,82,73,66,80,72,63,74,66,62,58,43,75,67,75,80,1,nothing,,,,,,
2018-12-01 05:43:31,2018-12-01 05:48:37,0,65.4.138.24,100,305,1,2018-12-01 05:48:37,R_3e1OzyHPR0wDkL5,,,,,25.669403076171875,-80.40850067138671875,anonymous,EN,OIG9,1,72,6,7,0,0,0,0,2,1,,,1,,0,49,10,,,,,4,3,4,4,87,53,97,72,53,55,54,100,100,48,83,65,50,79,72,64,53,55,85,78,48,88,73,50,81,84,57,73,21,100,91,57,91,1,egg cooker,,,,,,
2018-12-01 06:26:01,2018-12-01 06:30:41,0,108.201.15.80,100,279,1,2018-12-01 06:30:41,R_22IWKh1IJeDiatc,,,,,39.7187042236328125,-82.6031036376953125,anonymous,EN,Q1GP,1,65,6,5,0,0,0,0,1,,2,,6,,,,36,,,,,1,5,4,1,85,85,85,85,51,85,85,85,85,78,85,86,85,85,85,79,80,85,90,85,86,87,85,84,84,84,53,84,83,88,88,88,83,1,nothing,,,,,,
2018-12-01 08:38:09,2018-12-01 08:41:36,0,70.127.195.236,100,206,1,2018-12-01 08:41:36,R_9FWAJ2HCT4EeRGh,,,,,27.739105224609375,-82.64350128173828125,anonymous,EN,QMI0,2,31,6,4,0,0,0,0,3,,,1,1,,8,14,10,,,,,5,1,1,4,100,5,100,100,14,0,4,76,75,35,53,100,0,100,77,22,0,14,80,80,27,82,100,0,75,69,33,0,6,93,78,53,89,1,A new mouse,,,,,,
2018-12-01 09:04:45,2018-12-01 09:08:41,0,174.230.13.91,100,236,1,2018-12-01 09:08:42,R_2PsVPqMPto7LZny,,,,,42.368804931640625,-83.47989654541015625,anonymous,EN,PPIN,1,47,"2,6",3,0,0,0,0,2,2,,,6,,,,23,,,,,5,2,2,3,50,50,80,50,50,50,50,100,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,some kids pajamas and a flash drive,,,,,,
2018-12-01 09:09:48,2018-12-01 09:12:46,0,73.104.68.31,100,178,1,2018-12-01 09:12:47,R_1Ia7p6F5bNUJTDR,,,,,30.6221923828125,-81.59059906005859375,anonymous,EN,KAOO,1,36,6,5,0,0,1,0,2,1,,,1,,70,52,10,,,,,3,3,4,3,32,25,28,42,21,37,29,33,31,20,31,47,44,49,52,47,39,52,46,49,45,49,53,45,46,62,57,47,49,48,50,55,54,1,NOTHING,,,,,,
2018-12-01 09:39:37,2018-12-01 09:43:48,0,104.63.94.49,100,251,1,2018-12-01 09:43:49,R_vp0cMxNA7r0TtCh,,,,,42.61590576171875,-83.92479705810546875,anonymous,EN,KO17,2,48,6,6,0,0,0,0,1,,2,,6,,,,23,,,,,5,1,2,5,75,65,80,85,5,50,70,80,70,50,25,75,56,80,50,10,50,60,65,60,50,60,50,50,25,25,1,26,25,75,50,90,50,3,mainly clothing,,,,,,
2018-12-01 10:16:19,2018-12-01 10:20:52,0,50.44.98.202,100,272,1,2018-12-01 10:20:52,R_3HMM4T3DEPCKQ04,,,,,39.9340057373046875,-88.80519866943359375,anonymous,EN,RFLF,1,31,6,5,0,0,0,0,1,,2,,6,,,,14,,,,,1,5,5,1,49,49,49,49,49,75,49,76,49,75,49,76,76,77,77,77,76,77,76,76,75,76,49,49,50,50,50,50,50,73,23,74,50,1,clothing for myself,,,,,,
2018-12-01 10:17:18,2018-12-01 10:22:46,0,73.236.40.189,100,327,1,2018-12-01 10:22:46,R_cIyxuEdEX5InGY9,,,,,41.0240936279296875,-80.34539794921875,anonymous,EN,XDOS,2,59,6,3,0,0,0,0,1,,1,,1,,5,10,39,,,,,2,5,4,1,80,80,80,90,50,90,80,80,80,50,80,75,75,85,75,50,75,75,75,75,50,85,80,80,80,80,50,80,80,80,80,50,80,2,Yankee Candles,,,,,,
